,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
1294,Alien Trespass,2009,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,5.7,48,4107,57.0
1295,Before We Vanish,2017,R,"['Drama', ' Sci-Fi']",129,6.2,64,2693,62.0
1296,Incident at Loch Ness,2004,PG-13,"['Adventure', ' Comedy', ' Fantasy']",94,6.5,62,4277,65.0
1297,The Terminal Man,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",107,5.6,41,2387,56.0
1298,Atomica,2017,Not Rated,"['Sci-Fi', ' Thriller']",81,4.2,33,2374,42.0
1299,1982,2019,,"['Drama', ' History', ' Romance']",100,6.7,59,1112,67.0
1300,The Long Walk,2019,,"['Drama', ' Horror', ' Mystery']",116,6.9,72,523,69.0
1301,Blood Glacier,2013,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",98,5.4,45,3952,54.0
1302,Stung,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",87,5.1,46,5129,51.0
1303,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,Not Rated,['Sci-Fi'],65,5.1,42,2351,51.0
1304,Passion of Mind,2000,PG-13,"['Drama', ' Mystery', ' Romance']",105,5.5,28,3501,55.0
1305,+1,2013,Not Rated,"['Romance', ' Sci-Fi', ' Thriller']",96,5.5,60,8342,55.0
1306,Morons from Outer Space,1985,PG-13,"['Comedy', ' Sci-Fi']",90,4.5,39,2072,45.0
1307,Auggie,2019,,"['Drama', ' Sci-Fi']",81,5.5,44,604,55.0
1308,The Returned,2013,,"['Crime', ' Drama', ' Horror']",98,5.9,47,8638,59.0
1309,Spark: A Space Tail,2016,PG,"['Animation', ' Action', ' Adventure']",91,4.4,22,1285,44.0
1310,Cold Souls,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",101,6.4,69,10010,64.0
1311,Teknolust,2002,R,"['Comedy', ' Drama', ' Romance']",85,5.3,43,1707,53.0
1312,The Cleanse,2016,R,"['Comedy', ' Drama', ' Fantasy']",81,5.1,58,3961,51.0
1313,The Wild Blue Yonder,2005,Not Rated,['Sci-Fi'],80,6.1,65,3803,61.0
1314,Embers,2015,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",85,5.3,55,2246,53.0
1315,The Lost Skeleton of Cadavra,2001,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,6.8,45,4988,68.0
1316,Appleseed,2004,R,"['Animation', ' Action', ' Adventure']",101,6.9,40,18315,69.0
1317,The Diabolical,2015,TV-MA,"['Horror', ' Sci-Fi']",86,4.7,25,5684,47.0
1318,Almost Human,2013,Unrated,"['Horror', ' Sci-Fi', ' Thriller']",80,4.7,40,3370,47.0
1319,Wonderful Days,2003,Unrated,"['Animation', ' Action', ' Adventure']",86,6.7,53,9356,67.0
1320,The Human Race,2013,Not Rated,"['Action', ' Comedy', ' Horror']",87,5.0,32,10956,50.0
1321,The History of Future Folk,2012,Not Rated,"['Comedy', ' Music', ' Sci-Fi']",86,7.1,67,3647,71.0
1322,Septic Man,2013,R,"['Horror', ' Sci-Fi']",83,4.1,8,845,41.0
1323,Last Words,2020,,"['Drama', ' Sci-Fi']",126,4.8,50,326,48.0
1324,Save the Green Planet!,2003,Not Rated,"['Comedy', ' Crime', ' Drama']",118,7.2,70,8455,72.0
1325,Riot Girls,2019,,"['Action', ' Sci-Fi']",81,4.6,59,747,46.0
1326,The Institute,2012,Not Rated,"['Documentary', ' Crime', ' Mystery']",92,6.2,55,1355,62.0
1327,Returner,2002,R,"['Action', ' Adventure', ' Sci-Fi']",116,6.4,36,11434,64.0
1328,In My Room,2018,TV-MA,"['Drama', ' Sci-Fi']",119,6.2,84,1165,62.0
1329,Creative Control,2015,R,"['Drama', ' Sci-Fi']",97,5.4,58,2252,54.0
1330,Andron,2015,R,"['Action', ' Sci-Fi']",100,2.7,16,3109,27.0
1331,Labyrinth of Cinema,2019,,"['Drama', ' History', ' Romance']",179,6.7,82,846,67.0
1332,The Mind's Eye,2015,Not Rated,"['Action', ' Horror', ' Sci-Fi']",87,4.7,55,1987,47.0
1333,The 11th Green,2020,Not Rated,"['Drama', ' History', ' Sci-Fi']",108,6.3,68,89,63.0
1334,Mysterious Object at Noon,2000,Not Rated,"['Documentary', ' Drama', ' Fantasy']",89,6.7,69,1598,67.0
1335,The Greening of Whitney Brown,2011,PG,"['Animation', ' Adventure', ' Family']",83,5.2,33,656,52.0
1336,Fireworks,2017,TV-PG,"['Animation', ' Drama', ' Fantasy']",90,5.5,40,3561,55.0
1337,Uncle Kent 2,2015,Unrated,"['Comedy', ' Sci-Fi']",73,5.3,54,241,53.0
1338,Narcopolis,2015,Not Rated,"['Mystery', ' Sci-Fi', ' Thriller']",96,4.4,30,1875,44.0
1339,Skyman,2019,,['Sci-Fi'],92,5.1,57,264,51.0
1340,The American Astronaut,2001,Not Rated,"['Musical', ' Comedy', ' Sci-Fi']",91,6.9,51,3171,69.0
1341,Sleep Dealer,2008,PG-13,"['Drama', ' Romance', ' Sci-Fi']",90,6.0,59,6583,60.0
1342,Karmalink,2021,,"['Drama', ' Sci-Fi']",101,6.4,73,170,64.0
1343,Generation P,2011,,"['Comedy', ' Drama', ' Sci-Fi']",112,6.7,65,4129,67.0
1344,Letters from the Big Man,2011,Not Rated,"['Drama', ' Sci-Fi']",104,6.2,66,214,62.0
1345,Toad Road,2012,Unrated,"['Drama', ' Horror', ' Sci-Fi']",76,5.0,54,1383,50.0
1346,My Twentieth Century,1989,,"['Comedy', ' Drama', ' Sci-Fi']",104,7.1,81,1881,71.0
1347,Special,2006,R,"['Comedy', ' Drama', ' Sci-Fi']",81,6.8,57,5830,68.0
1348,Radio Free Albemuth,2010,R,"['Drama', ' Sci-Fi']",111,5.6,35,1847,56.0
1349,Mrs. Hyde,2017,Unrated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.1,60,1609,51.0
1350,Zebraman,2004,,"['Action', ' Comedy', ' Sci-Fi']",115,6.5,62,3580,65.0
1351,Extraterrestrial,2011,Not Rated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.8,55,4046,58.0
1352,Hover,2018,Not Rated,['Sci-Fi'],86,3.7,40,628,37.0
1353,Tank 432,2015,Not Rated,"['Action', ' Horror', ' Mystery']",88,3.3,43,2038,33.0
1354,Iceman,2014,R,"['Action', ' Comedy', ' History']",104,4.7,32,3728,47.0
1355,Napping Princess,2017,,"['Animation', ' Adventure', ' Drama']",111,6.3,69,1469,63.0
1356,Phantom Boy,2015,PG,"['Animation', ' Action', ' Adventure']",84,6.6,66,1620,66.0
1357,Instant Dreams,2017,,"['Documentary', ' Drama', ' Sci-Fi']",91,6.6,46,1144,66.0
1358,Closer to God,2014,,"['Horror', ' Sci-Fi', ' Thriller']",81,4.6,54,1062,46.0
1359,Hangar 10,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",87,3.6,28,1587,36.0
1360,Codependent Lesbian Space Alien Seeks Same,2011,PG,"['Comedy', ' Romance', ' Sci-Fi']",76,6.3,63,331,63.0
1361,Griff the Invisible,2010,PG-13,"['Comedy', ' Drama', ' Romance']",90,6.0,49,4973,60.0
1362,From Other Worlds,2004,,"['Comedy', ' Sci-Fi']",88,4.9,43,258,49.0
1363,Dead or Alive: Final,2002,Not Rated,"['Action', ' Crime', ' Drama']",89,5.6,34,2703,56.0
1364,Anatomy 2,2003,R,"['Horror', ' Sci-Fi', ' Thriller']",101,5.0,46,3850,50.0
1365,Mutant Aliens,2001,R,"['Animation', ' Comedy', ' Sci-Fi']",81,6.6,39,1271,66.0
1366,WXIII: Patlabor,2001,R,"['Animation', ' Action', ' Crime']",102,6.6,47,1350,66.0
1367,The Girl from Monday,2005,R,"['Action', ' Comedy', ' Sci-Fi']",84,5.2,45,1084,52.0
1368,2009: Lost Memories,2002,R,"['Action', ' Drama', ' Sci-Fi']",136,6.1,40,3394,61.0
1369,Absence,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",84,4.1,20,842,41.0
1370,Tito and the Birds,2018,,"['Animation', ' Action', ' Drama']",73,6.7,76,705,67.0
